comment_id,text,source,overall,plot,acting,director,music,visual,confidence
a2e3eabc1361,tranh_thủ chưa cưới đi xem đi vui ) ),facebook_new,positive,none,none,none,none,none,0.85
b13cdeb0b4f2,nội_dung hay hơn phần 2 nhiều . . combat cũng đã hơn . . liên_tục đổi chiều . . ngồi 3h mà tôi không thấy ai ra đi đái cả,facebook_new,positive,positive,none,none,none,positive,0.88
ec6ce8f5fb5d,"chắc chỉ có thằng ngờ u mới bỏ_qua avatar để đi xem  "" thế_hệ ảo_tưởng "" . vui )",facebook_new,negative,none,none,none,none,none,0.88
8c6c5fd87fbe,"tố nguyên tận 2,5 ạ oscar rồi",facebook_new,positive,none,none,none,none,none,0.85
45d8b7af4e87,có con phim nào có hiệu_ứng kỹ_xảo hơn cái phim dài tập này nữa đâu vui ) nó là hoàn_hảo cmnr,facebook_new,positive,none,none,none,none,positive,0.92
88149489fa21,"xem được rồi_đây còn được 2,5 là tuyệt phẩm nhé",facebook_new,positive,none,none,none,none,none,0.85
a5e6c4eda4fe,tr cho 2.5 điểm nhưng đọc cmt thấy 2.5 là oscar rồi haha ,facebook_new,negative,none,none,none,none,none,0.85
12726d8f3566,có ai thấy phim có vài đoạn bị drop fps không ? nay tui đi coi bên svh imax laser nhiều đoạn fps nó bị tuột xuống 30 hay sao ấy,facebook_new,none,none,none,none,none,negative,0.92
e2a458605847,"như , mình chỉ cần trải nghiệm âm_thanh và hình_ảnh",facebook_new,none,none,none,none,positive,positive,0.85
1fac155c2335,khượn_ngƷi ae coi imax 3d cho sùng,facebook_new,none,none,none,none,none,positive,0.85
13c345552770,"từ mai mới có imax laser bác ạ , max của max rồi",facebook_new,none,none,none,none,none,positive,0.92
c7acc7452043,"với lão miles chắc_chắn còn sống rồi , bà đại_tá frances nhiều khả_năng cũng còn sống và nếu thế_thì chỉ có đẩy_mạnh quân_lực khí_tài để tiếp_tục tấn_công avatar chứ không có chuyện buông bỏ ( thể_diện của cả quốc_gia mà )",facebook_new,none,neutral,none,none,none,none,0.85
ea4a99d53455,ít_nhất cho đến khi có đàm_phán đình_chiến hoặc avatar world kết_thúc trong bi_tráng ( kịch_bản xấu nhất ) có_thể xảy ra trong phần 5 ( chứ khó có kịch_bản người na ' vi chiến_thắng hoàn_toàn trước loài_người lắm ),facebook_new,none,negative,none,none,none,none,0.85
d2337c96c09d,"mong là p5 bà frances chết , ùi ông khác lên thay sau đó ký hiệp_định với người dân ở avatar rồi kết chứ cứ lôi ra đánh , xâm_chiếm , giết_chóc nó tàn_nhẫn quá",facebook_new,none,negative,none,none,none,none,0.85
6e5699e66226,dune 2 năm_ngoái được chấm 6 hay 6.5 lận,facebook_new,neutral,none,none,none,none,none,0.92
e26a3c84ed31,phần 3 mình có để_ý tới chi_tiết cài cắm james cứ kêu quaritch mở_mắt ra để nhìn thế_giới thâm sâu gì gì đấy mà khúc cuối ông quaritch ổng tự buông tay té xuống vực là tôi nghĩ ổng vẫn chưa chết vì có_thể té xuống_nước rồi trồi lên sống_sót . mình cũng chưa thấy rõ cái chết của varang luôn . mình đoán p4 p5 sẽ giải_quyết rõ xoay quanh mối quan_hệ của ổng và james có_thể là sẽ khiến ổng mở_mắt ra giác_ngộ kiểu vậy là ổng cũng sẽ vì đứa con mà thay_đổi bản_chất xấu_xa . đây có_thể là phản_diện sống lâu nhất qua các phần phim và sang phần tiếp_theo phim phải có cái kết hoà_bình thống_nhất hiệp_ước giữa người trời và các tộc với nhau tương_tự như chiến_tranh_giành lại độc_lập hoà_bình của ông_cha ta vậy,facebook_new,none,neutral,none,none,none,none,0.85
ae64fcaa206a,"uh không thấy ổng và varang chết , bả bay bỏ chạy kịp lúc kiri tới cứu mẹ rồi , còn quaritch phần 2 chớt xong thành_hình_hài người navi thì tôi cũng nghĩ ổng sống dai thêm tới phần sau nữa",facebook_new,none,neutral,none,none,none,none,0.85
a891b686590d,"phim này tôi thấy ad chấm nhẹ_tay vậy , chứ tôi xem xong bảo may mà xem 3d chứ xem 2d thì đúng phí tiền , chả đọng lại được cái mẹ gì",facebook_new,negative,negative,none,none,none,positive,0.85
aa93b84ac82b,"phim hay , cảnh đẹp , thế_giới đẹp , nội_dung lôi_cuốn , coi 3d trải nghiệm nha các bạn",facebook_new,positive,positive,none,none,none,positive,0.98
56fee5128fa4,"3d thường là ngon rùi b ơi , xem cũng đã lắm ... imax thì chắc chỉ sg hn có thôi ... xem 3d chắc chỉ mỗi avatar là sướng vì cảnh_vật xung_quanh quá đẹp , đoạn nào cũng thấy đẹp á ...",facebook_new,positive,none,none,none,none,positive,0.92
1dea7dfd6701,phục trí_tưởng_tượng của đạo_diễn song nội_dung có phần khiêng cưỡng . đúng kiểu mỹ . trên không trên cạn dưới nước gì cũng súng_ống lựu_đạn . cảm_xúc kiểu chưa tới . đãi mắt và tai thì tuyệt . koi rạp gì cái kính mờ câm . uổng ! có tạp tốt tôi nguyện koi lần nữa,facebook_new,neutral,negative,none,positive,positive,positive,0.85
b761fed4e8f4,2.5 điểm là xem được rồi,facebook_new,neutral,none,none,none,none,none,0.85
08e89e664cd9,. nghe thấy hay hơn là sướng rồi ,facebook_new,none,none,none,none,positive,none,0.85
fb077a57db89,"khen thì hơn cả legit . 2.5 có chấm "" màn nhãn "" thì không phải nghĩ",facebook_new,positive,none,none,none,none,positive,0.85
751f885c1b05,phần_nào thì neytiri vẫn gánh kèo . điểm sáng của cả 3 phần luôn,facebook_new,none,none,positive,none,none,none,0.92
8a74e183b39d,chê mỗi cái là thay_đổi fps nên bị khó_chịu thôi,facebook_new,none,none,none,none,none,negative,0.92
9e385771d08b,"sao tôi coi 3d ở lotte nó nhòe nhòe vậy ta , như lỗi á nhức mắt , 2 người đi mà kính 3d của 2 người bị hết . có ai bị vậy hong . coi xong tưởng phim lõ luôn",facebook_new,negative,none,none,none,none,negative,0.92
334732591fef,quá là ok với 1 người xem giải_trí,facebook_new,positive,none,none,none,none,none,0.92
14018e1e5a5c,"phim ăn 2đ , là phim này chỉ hơn cỡ đó chút chút thôi hả . cảm_giác thang điểm hạ từ hồi nào á",facebook_new,negative,none,none,none,none,none,0.92
623142c998cd,"chắc tôi không phải fan nên thấy lê_thê và tình_tiết bị dễ đoán , coi mà đi với 4 lần để máu_huyết lưu_thông . chứ ngồi coi chán muốn ch .",facebook_new,negative,negative,none,none,none,none,0.92
1d0b011529df,phim có nhiều điều hay mà nếu bạn không biết nhiều về văn_hóa các nước vùng thái_bình dương thì sẽ không hiểu,facebook_new,positive,neutral,none,none,none,none,0.85
d44b707dcc74,khen nhiều thế vẫn 2.5 đ,facebook_new,negative,none,none,none,none,none,0.85
0b49faab041a,đi xem rồi phim này hay thật mọi người nên xem,facebook_new,positive,none,none,none,none,none,0.98
01fb042f2079,xem ngay và luôn !,facebook_new,positive,none,none,none,none,none,0.92
57fe2e3d4660,"ơ sao có 2,5 buồn ( (",facebook_new,negative,none,none,none,none,none,0.85
13cfc531f67e,có ai coi bản 3d khúc đầu thấy hơi nhức đầu không,facebook_new,none,none,none,none,none,negative,0.92
4.02E+11,page này thế á mà tôi không nghĩ phim này chấm thấp_vậy,facebook_new,positive,none,none,none,none,none,0.85
03a6a36ecff6,"tạo xem thấy hay vãi , nội_dung cao_trào , chặt_chẽ , đầy kịch_tính , đau_thương , nói_chung là mãn cmn nguyện . đm hay vãi .",facebook_new,positive,positive,none,none,none,none,0.96
685af7474f11,cô cần xem p2 để hiểu côt_truyện v m . n,facebook_new,none,neutral,none,none,none,none,0.85
cd29ff534bbb,"xem p2 thì sẽ hiểu p3 hơn , vì p2 với p3 là một nhưng thêm chi_tiết mới",facebook_new,none,neutral,none,none,none,none,0.85
8b2a66298013,"phu_nhân vẫn đẳng_cấp không lói nhiều , cổ đánh cảnh nào vjp cảnh đó .",facebook_new,none,none,positive,none,none,positive,0.88
efcce4c4b0c2,"giống transformer rồi tập_trung kỷ sảo là nhiều . mà thật_ra thì phần 3 này chia làm 2 phần được thì nội_dung ổn hơn , tuy là 3 tiếng nhưng bị dí quá nên không_thể_hiện được nhiều cái",facebook_new,none,negative,none,none,none,neutral,0.85
9.03E+11,"chưa đâu bạn , có thằng trên tiktok đánh_giá còn thấp hơn cơ , nó bảo phần 3 còn kém hơn phần 2 , bị ăn chửi nhiều lắm",facebook_new,negative,none,none,none,none,none,0.85
7498fc50c140,trang này đánh_giá 2.5 luôn,facebook_new,negative,none,none,none,none,none,0.85
dec954c388f1,film coi đồ_hoạ là chính,facebook_new,none,none,none,none,none,positive,0.88
49369b540fc1,"xem ngay phim_lạc phàm trần đi , hay vãi chưởng luôn , ăn_đứt avatar 3 luôn , avatar quá buồn_ngủ . lạc phàm trần siêu phẩm mà ít suất chiếu quá .",facebook_new,positive,none,none,none,none,none,0.95
ef32e327ab02,điểm 2.5 / 10 vui ,facebook_new,negative,none,none,none,none,none,0.92
a682d29f5ee9,không bg qua được phần 1,facebook_new,negative,none,none,none,none,none,0.85
622eb1021eed,"m chê phim buồn_ngủ , khen quá trời đây này th l",facebook_new,negative,none,none,none,none,none,0.88
b2d92aca5618,xem hay vãi . nhưng vẫn thua thế_hệ kỳ_tích nhé,facebook_new,positive,none,none,none,none,none,0.88
672d065a73fd,trao oscar thoii,facebook_new,positive,none,none,none,none,none,0.85
b0628d905c85,phim này chỉ vắt là nhanh đúng là có chút cuốn để người xem xem hết nhưng kịch_bản méo có chiều sâu xem xong đ bt đọng lại gì,facebook_new,neutral,negative,none,none,none,none,0.88
c72cfc5bb70b,"chắc là có đấy bạn , thấy 2 bả khè nhau dữ lắm rồi nhưng chắc để_dành cho phần 4 . cuối p3 chỉ thể_hiện qua_loa varang bị kiri hù chạy mất , quaritch thì rớt xuống vực lửa , nên khả_năng cao là varang cứu được quaritch rồi , p4 sẽ tiếp_tục chiến_đấu & có solo combat giữa 2 người",facebook_new,none,neutral,none,none,none,none,0.85
b882a25b2dbb,rác vcl . phí thgian,facebook_new,negative,none,none,none,none,none,0.96
90e2bfc458e6,combat trải dài từ đầu đến cuối nên ae uống ít nước thôi nhé vui ),facebook_new,none,none,none,none,none,positive,0.85
4ef3b884b4a2,2.5 là cũng cũng rồi ạ,facebook_new,neutral,none,none,none,none,none,0.85
c76c36d05b0d,3 tiếng đấy thích xem đi,facebook_new,positive,none,none,none,none,none,0.85
3cb17da90195,với tôi chắc tầm 2 điểm thoi,facebook_new,negative,none,none,none,none,none,0.92
246712f50e98,"tướng frances hơi nhạt nhòa , backstory mờ_nhạt ( chắc 4 , 5 sẽ nhiều đất diễn hơn )",facebook_new,none,negative,negative,none,none,none,0.92
10f7e4759da4,"nay vừa xem hay nha , ngồi 3 tiếng hơn mà quên cả đi tè ẻ",facebook_new,positive,none,none,none,none,none,0.95
cdcd48bc87e5,quá trời mà đánh_giá 2.5 / 10 . .,facebook_new,negative,none,none,none,none,none,0.95
ee46ae2827be,", đừng có thấy phim việt_âm rồi hype",facebook_new,negative,none,none,none,none,none,0.85
4.96E+72,cứ hoạt_hình auto điểm_cao vui,facebook_new,none,none,none,none,none,positive,0.85
ff4d7c5b053a,"nhma cái này hay thật vui cả 2 phần đều hay , after credit sẽ có phần 3",facebook_new,positive,none,none,none,none,none,0.92
859ba1a7761d,"trangkk mình giỡn thôi chứ sao mà khóc được , tại không muốn đi xem á . bộ này cũng hong_hợp gu mình , sắp tới chắc đi xem 5cm / s với mấy phim của ghibli là ok òi",facebook_new,negative,none,none,none,none,none,0.92
80f2fc6dbc24,hoạt_hình thì so với phim thường cũng tầm 2.5 - 3 điểm rồi,facebook_new,none,none,none,none,none,negative,0.85
6613ef0c834f,cũng xứng_đáng . hay thật,facebook_new,positive,none,none,none,none,none,0.92
6b22aecbb4ce,vẫn thấy đây là phim dễ huông đáng yêu nhất mùa lạnh này sốp ơii,facebook_new,positive,none,none,none,none,none,0.96
bec70320b2f4,"xem xong rồi ra khỏi rạp bạn sẽ thấy hình_như vừa đánh_rơi não ở đâu_đó . kịch_bản nó đần kinh_khủng . dàn dàn diễn_viên cũ được cho vào để kiếm fame , từ trong phim đến ngoài đời thì dàn diễn_viên cũ chỉ có công_dụng đó thôi",facebook_new,negative,negative,negative,none,none,none,0.96
2cecaf7bc0f4,coi rồi tuyệt_vọng luôn á,facebook_new,negative,none,none,none,none,none,0.85
9ae15a1202fd,dàn dàn diễn_viên cũ quay về mà tuyệt_vọng luôn á b ?,facebook_new,none,none,negative,none,none,none,0.88
b52389896aa2,"phần 2 đã thấy đuối đuối rồi , phần 3 này còn dở hơn nữa . mình cũng háo_hức đi xem lắm nhưng thật_sự ...",facebook_new,negative,none,none,none,none,none,0.92
3bf5a0e5ec00,thôi đừng xem b ạ vui thật_sự super chán,facebook_new,negative,none,none,none,none,none,0.96
253cbf257c9d,phần gần nhất mà xem cái đoạn truyền nhau con chip bị ảo là biết nó đuối đuối rồi ấy . sắp giống với lại f & f,facebook_new,negative,negative,none,none,none,none,0.85
0e19eb1fedda,hay tìm long dién_hương đây mn ơi,facebook_new,positive,none,none,none,none,none,0.85
a0f87261adac,phim hay . nhưng thoại khá nhanh . đọc phụ_đề hơi mệt . mình nghĩ nên đi xem lồng_tiếng ổn hơn,facebook_new,positive,negative,none,none,none,none,0.85
a2308f3ebb2b,trật đấy lồng_tiếng hay lắm đó bác,facebook_new,none,none,positive,none,none,none,0.92
7a7eae5523ae,"cứ anime hay cartoon là nó cho v đó , đặc_biệt là doraemon vui ) )",facebook_new,positive,none,none,none,none,none,0.85
02a94d7047cc,không phải tiết_lộ nội_dung nma rì viu này đáng đi xem,facebook_new,positive,none,none,none,none,none,0.92
71b455681661,phim hoạt_hình thì tiêu_chuẩn khác,facebook_new,neutral,none,none,none,none,none,0.85
9.49E+11,phim này hay thật,facebook_new,positive,none,none,none,none,none,0.98
0a9211d0d7cd,thường phim hoạt_hình page cho điểm rất cao vui ),facebook_new,none,none,none,none,none,positive,0.85
8c9dcba2d0c0,9.5 thì phải xem thôi,facebook_new,positive,none,none,none,none,none,0.92
67d50be0d11b,mang giải ốt sờ ca đến đây,facebook_new,positive,none,none,none,none,none,0.88
4840d094e717,", bạn xem thử bản lòng đi , mà tui thấy bản nào cũng tuyệt_vơi hết",facebook_new,positive,none,none,none,none,none,0.92
05beb43ca6cb,"phim hay , đáng xem sau 10 năm chờ_đốc phần 2",facebook_new,positive,none,none,none,none,none,0.98
ca3e07880a38,"doraemon thì dương vô_cực , không có cộng trừ gì ở đây hết",facebook_new,positive,none,none,none,none,none,0.92
1f78341a0182,chưa thấy phim nào điểm_cao như này,facebook_new,positive,none,none,none,none,none,0.92
5527c5740e11,movie 10 / 10 tuyệt_đối á bạn,facebook_new,positive,none,none,none,none,none,0.98
312c2a7bd436,"e thấy lồng_tiếng ok á chị , vẫn như p1 , cho trẻ_con xem được",facebook_new,positive,none,positive,none,none,none,0.88
6b3c97ca150c,"phim hoạt_hình_chiếu rạp m thấy mấy phần của minions ấy , hay mà cười xỉu í ! hiện các web cug có á ! bật cho ku xem , xem bạn ấy có thích không ?",facebook_new,positive,none,none,none,none,none,0.92
f7e0ba5bd9af,"chiếu rạp ở việt nam là có đội_ngũ lồng_tiếng tuyệt_vơi lắm bạn , diễn đúng tông giọng lẫn tính_cách của nhân_vật luôn ",facebook_new,none,none,positive,none,none,none,0.95
6bde3cb95268,"ở nhà thì bạn lên rophim tìm phim hoạt_hình lẻ lồng_tiếng cũng rất hay , nhất là những phim của ghibli .",facebook_new,positive,none,none,none,none,none,0.92
d09ecb50ec9f,"xem minions chưa b ơi ? m đề_xuất phim này , phần_nào cug hay lắm !",facebook_new,positive,none,none,none,none,none,0.92
bebb7152ea56,"mình với bé xem p1 rồi , có bản lồng_tiếng rất hay và dễ hiểu , đáng yêu mà nhiều ý_nghĩa nữa .",facebook_new,positive,positive,none,none,positive,none,0.88
7f1a92524ce0,"gợi_ý cho gia_đình bạn xem mấy phim hoạt_hình của ghibli nha , tuyệt phẩm tuổi_thơ bé nào cũng_nên xem , có lồng_tiếng chuyên_nghiệp nữa .",facebook_new,positive,none,positive,none,none,none,0.92
975163e9d85e,", phim dễ_thương bé nào cũng mê",facebook_new,positive,none,none,none,none,none,0.96
5fa3a8de8188,vậy là phim này nó hay vãi,facebook_new,positive,none,none,none,none,none,0.98
79bd3719ca6b,có vài chỗ khó nghe vl xem phim hoạt_hình nếu không phải con_nít hãy xem vietsub,facebook_new,none,none,none,none,negative,none,0.88
08e37edcd2e5,"chê phim 9,5 / 10 xứng_đáng oscar luôn thanh loan vui ) )",facebook_new,positive,none,none,none,none,none,0.85
39f9b174a325,đi coi nhanhhh,facebook_new,positive,none,none,none,none,none,0.92
443daa5d02eb,phim hoạt_hình mà .,facebook_new,none,none,none,none,none,neutral,0.85
cd02d57dd083,con này nay nó cho tận 9.5 điểm vui ) bửu ling thuỷ_tiên thuỳ dung,facebook_new,positive,none,none,none,none,none,0.85
f1a595903039,đi coi đi nói gì nữa,facebook_new,positive,none,none,none,none,none,0.85
f29d24c4e39e,tuyệt_vơi nhất năm ch ạ,facebook_new,positive,none,none,none,none,none,0.92
1f2bb20d4dfa,cho cái oscar vui ) ),facebook_new,none,none,positive,none,none,none,0.85
da0dd284c209,"xem được nha bạn . mình cũng chưa xem phần 1 . xem vẫn hiểu bình_thường . phim hay . nội_dung hay , tạo_hình đẹp , đồ_họa tuyệt_vời , giàu sự sáng_tạo . không có điểm chê",facebook_new,positive,positive,none,none,none,positive,0.96
d07bd0298847,9.5 trên 10 lận đó nghen,facebook_new,positive,none,none,none,none,none,0.95
6f8349b915b3,xứng_đáng_ra rạp hơn những bãi,facebook_new,positive,none,none,none,none,none,0.88
469b1e7233c6,phim này không hợp gu xem lan_man với hơi buồn_ngủ,facebook_new,negative,negative,none,none,none,none,0.92
b223472954e3,9.5 kìa sốc chưa,facebook_new,positive,none,none,none,none,none,0.85
89bc1929afa3,phải xem,facebook_new,positive,none,none,none,none,none,0.92
76abf9442ece,tôi bảo là hay mà,facebook_new,positive,none,none,none,none,none,0.85
d3f07c9b856c,không tốn 130 tiền vé rồi,facebook_new,negative,none,none,none,none,none,0.92
717b23d870f7,"nhưng mà tận 9,5 vui )",facebook_new,positive,none,none,none,none,none,0.85
9fee86a8a2de,mới xem về siêu hay nha,facebook_new,positive,none,none,none,none,none,0.96
1c6e489adcd6,tăng 9.5 9.5 9.5 lận,facebook_new,positive,none,none,none,none,none,0.85
6a2e390e3a59,couple mạnh nhất năm vui ),facebook_new,none,none,positive,none,none,none,0.85
a3157dea27bc,không tốn tiền vé roi,facebook_new,negative,none,none,none,none,none,0.88
29620ec312a6,chán quá đi xem cho đỡ sì trét sau 1 hôm bán hàng,facebook_new,negative,none,none,none,none,none,0.88
70ae90ba7d47,cái hình này thì có gì đâu mà cấm con_nít coi cũng bầy đặt gớm,facebook_new,none,none,none,none,none,neutral,0.85
12a837ed5258,dễ_dãi quá nên đéo muốn ra rạp coi,facebook_new,negative,none,none,none,none,none,0.88
f7203eaa998a,phim đó còn chán ác nữa,facebook_new,negative,none,none,none,none,none,0.98
8adc953fe142,"ngược quan_điểm với cha admin . điểm cộng của tôi là diễn_viên nhí và bác hữu châu , họ diễn rất rất tốt và tự_nhiên . nhiều phân_đoạn của bác hữu châu khiến tôi phải khóc . phục_trang rất đẹp , một_số concept được thiết_kế đẹp , quay cảnh ở hội an cũng đẹp dàn diễn_viên diễn_viên nữ đẹp điêng , đặc_biệt là con bé em_gái của nguyễn hùng . màu phim cũng đẹp tiếc là đoạn giữa bị đuối so với phần đầu và phần kết . soundtracks ổn quan_trọng không bị giáo_điều trời ơi nó tự_nhiên , nó khiến tôi hoài_niệm về tuổi_trẻ với nhiều đam_mê . nhạc phim đoạn nào cũng khớp",facebook_new,neutral,negative,positive,none,positive,positive,0.92
6ce8c8e84557,"diễn_viên nữ lúc đầu nhìn cũng bt , mà đến khi có con nó ra cái không_khí phụ_nữ chuẩn luôn . thêm đoạn con cáo và bông hoa ta nói càng đẹp ấy . phim này mà chê thế_thì chỉ có xem phim ăn_liền của TikTok thôi vui )",facebook_new,positive,none,positive,none,none,positive,0.88
d0fdfdc146e8,đoạn giữa hơi bị đuối thật nhưng mà tổng_thế hay nha . khen cho bộ phim,facebook_new,positive,negative,none,none,none,none,0.88
1f5883b4007e,tôi với con cũng thấy hay . coi rất xúc_động . tuổi_trẻ ùa về .,facebook_new,positive,positive,none,none,none,none,0.88
da72d5d998f7,"tui xem xong thấy đúng hay nha . đọc review của má này xong lo ghê tui đọc ngay trước hôm đi coi fim ý . xong thì vui ) ) phim khá trọn_văn , dễ_thương , cũng cảm_động nữa",facebook_new,positive,positive,none,none,none,none,0.88
c827cbf7eef8,", bé diễn_viên nhí diễn vai mộng hoài lúc nhỏ diễn dễ_thương quá_chừng",facebook_new,none,none,positive,none,none,none,0.98
72e2cc7fbae4,", con với nhiều bạn diễn_viên nhí khác đã diễn rất hay , chú công_nhận , phát_huy thêm cảm_ơn !",facebook_new,none,none,positive,none,none,none,0.96
691363baabde,"quảng_bá không acclone , phim hay thật",facebook_new,positive,none,none,none,none,none,0.92
78f5575c292e,"thấy hay nha , không quảng_bá vui ) )",facebook_new,positive,none,none,none,none,none,0.92
68feab2672d5,cảm với thông_điệp của phim,facebook_new,none,positive,none,none,none,none,0.85
a3aea9fc007e,ngoài bài ở trong khu rừng của hay vãi thì thoại phim này nhất là mấy khúc thoại của nữ chính như cái lz nghe sượng vcl,facebook_new,none,negative,none,none,positive,none,0.92
3687cf83bda0,quên mất đoạn credit không tìm tên em ấy . mặt đáng yêu phết vui ),facebook_new,none,none,positive,none,none,none,0.85
000e0187af17,cuộc_sống mà bé đó xinh cuốn voãi,facebook_new,none,none,positive,none,none,none,0.88
836ee30e4a8b,"phim nhẹ_nhàng , dễ_thương . nó hơi màu hồng nhưng tôi thấy các diễn_viên trẻ đóng khá hay mà , mấy bạn nhỏ cũng biết diễn lắm . có thêm chú hữu châu nữa . ít cũng 7 / 10 . đánh_giá cao hơn những phim việt mùa tết theo ý_kiến của tôi ",facebook_new,positive,positive,positive,none,none,none,0.92
dcf1984354d7,"rạp tôi coi không full nhưng kết phim mn vỗ_tay rần_rần luôn . tôi còn nghe mấy bạn nam ngồi sau nói “ đúng là không phí tiền , không phí thời_gian xem phim ” nữa mà . đúng là mô_típ không mới nhưng cảnh quay chỉn_chu , góc_quay điện_ảnh , màu phim đẹp đúng theo từng mốc thời_gian . tôi đi coi với tâm thế phim ít kinh_phí , không kỳ_vọng nhiều nên coi thấy thích lắm .",facebook_new,positive,neutral,none,none,none,positive,0.92
0587c821fd6f,"mình xem 3 phim tết rồi và thấy phim này ok nhất , ăn_đứt 2 bộ còn lại , xem thấy rất xứng_đáng với thời_gian và số tiền bỏ ra , phim dễ_thương , hình_ảnh quá đẹp , đáng khóc hơn nhiều bộ phim khác , nhất là phân cảnh người cha , đúng như b nói , rạp mình ở lại tới phút_giây cuối_cùng và vỗ_tay rần_rần luôn",facebook_new,positive,positive,none,none,none,positive,0.95
414e726cf484,với ông bố gánh còng lưng cả bộ phim . chứ cách nữ chính + nam chính nhả thoại ta nói nó sượng trân nhiều khi tôi phải nhăn mặt vì quá sượng .,facebook_new,none,none,negative,none,none,none,0.96
bbed84ce9cf2,"đúng như nam chính nói , đó chỉ là ước_mơ của nữ chính thôi . chính vì_thế_mà nói ước_mơ rất nhiều mà tôi chỉ thấy toxic và ngột_ngạt",facebook_new,negative,negative,none,none,none,none,0.85
0661c84051e8,so với quán kỳ nam cũng lấy cảm_hường từ hoàng_tử bé thì phim này chắc chỉ được 1 / 10,facebook_new,negative,none,none,none,none,none,0.92
d4a3e497780c,"tôi đi xem phim hoạt_hình tuyển_thủ dê , mùi_vị chiến_thắng của sony . cũng về ước_mơ lớn đó mà cách phim giải_quyết nó gọn_gàng , dễ_chịu và chữa lành hơn nhiều . rcm mn coi phim này để đối_gió sau 1 mùa tết quá nhiều phim ồn_ào và vô_tri",facebook_new,positive,positive,none,none,none,none,0.92
cb2ba41c6fb5,"vì qkn khai_thác htb sâu_sắc đúng như_ý_nghĩa gốc của tác_phẩm , còn phim này đọc htb theo cách selfhelp như các page ngôn lù hay trích_dẫn vui ) )",facebook_new,negative,negative,none,none,none,none,0.85
cf8b16800500,nh vừa đơ vừa nhạt mà kêu gánh vui ) ),facebook_new,none,none,negative,none,none,none,0.92
b6d0de9798e0,"chỏmtóc củashikamaru ý là nó quảng_bá dữ luôn á diễn thì giả tuyến phụ còn hay hơn tuyến chính nữa , thoại thì cringe coi mà tức tiền vé luôn á phí",facebook_new,negative,negative,negative,none,none,none,0.88
79a76d83dcea,"sau khi nam 9 nữ 9 chia_tay thì tôi chỉ còn thấy sự toxic và ngột_ngạt y_như bạn . quá tàn_nhẫn với nam 9 , còn nữ 9 cả đời chỉ gặp toàn người tốt gặp toàn điều may_mắn .",facebook_new,negative,negative,none,none,none,none,0.88
e6986704620a,quả_nhiên mấy phim dịp tết tui từng xem vẫn ưng nhất bộ ,facebook_new,positive,none,none,none,none,none,0.92
b2999319a07d,"đọc mãi mới thấy một bài review hợp_ý tôi nên phải comment thôi . diễn_biến hơi nhanh , tức_là khi cá_tính nhân_vật chưa được định_hình rõ nét , nút thắt hơi chín_ép . cơ_mà nhìn đi phải nhìn lại thì màu phim đẹp , nhạc cũng được ( 1 vài bài được )",facebook_new,none,negative,none,none,positive,positive,0.88
a836b1757acd,"mình thấy phim xem ok , mấy bạn coi với tâm thế thoải_mái thì vẫn hay nhé , có kết_thúc có_hậu ... ! ai đồng_ý thì like comment mình kk",facebook_new,positive,positive,none,none,none,none,0.92
43296c841bb0,"mình thấy n9 xinh , cái khúc mang váy đỏ đi casting trời ơi ờ mây zin luôn",facebook_new,none,none,positive,none,none,positive,0.88
c3832ed7abc5,. bạn này đúng kiểu diễn với diễn_viên có năng_lực diễn_xuất cao hơn là diễn_xuất cũng được kéo lên theo mà,facebook_new,none,none,positive,none,none,none,0.88
a6c94f1cc9bd,coi mấy bạn dv trẻ và mới_mẻ nó hay hơn hẳng mấy phim mấy người cũ đóng tới đóng lui,facebook_new,positive,none,positive,none,none,none,0.88
821b6d004c6a,nhưng ấn_tượng nhất với mình vẫn là diễn chắc_tay mà duyên vãi . mong bạn này có cơ_hợi nhận thêm nhiều kịch_bản hay hơn_nữa,facebook_new,none,none,positive,none,none,none,0.96
3863fa0088da,"mà thấy nữ chính xinh nhẻ , lên váy đỏ đi diễn tuyệt_vơi luôn",facebook_new,none,none,positive,none,none,none,0.88
97b698dc9539,"nếu mang tư_tưởng là xem mv ca_nhạc thì có_lẽ ok . còn tâm thế xem phim thì cực tệ . ông đạo_diễn này lúc_nào cũng tham trong việc chọn nhạc . lần này may là có nguyễn hùng đã có fame nhất_định từ sau mưa đỏ rồi , thêm bà pkl mới nổi lên nữa . chứ để tự_thân thì kiểu gì cũng flop như trời sáng rồi",facebook_new,negative,none,positive,negative,negative,none,0.88
fe440cbf9771,"fim này không đồng_ý với page nhé , fim mờ . thật nhưng mà xem ok , ns chung cảm_giác không phí tiền",facebook_new,positive,none,none,none,none,negative,0.85
c73dcc370d8b,"không biết có mua bài không chứ thề mình ngồi tầm 1 tiếng là không_thể chịu được mạch phim phải đi về . có_thể không phù_hợp lứa tuổi , phù_hợp với các em cấp 3 mơ_mộng hơn . mạch phim mơ_mộng viển_vông bay_bổng lan_man là những gì tôi cảm_nhận được . bà nào quá 30t thì cân_nhắc nhé .",facebook_new,negative,negative,none,none,none,none,0.92
79df12bcbcff,tui cũng thấy dở mà tiếc tiền nên không dám bỏ về 3 vé lận,facebook_new,negative,none,none,none,none,none,0.95
9551414af980,thằng nhóc đóng hay thôi . còn nhỏ nữ chính nhí nhả thoại điệu vl,facebook_new,none,none,neutral,none,none,none,0.85
